Suburb,Address,Rooms,Price,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Type_ord,Type_t,Type_u,Method_S,Method_SA,Method_SP,Method_VB,Price_Scaled,Landsize_scaled,bedroom_x_bathroom,price_per_room,price_per_bathroom,Landsize_log1p
Bentleigh East,48a Purtell St,3,800000.0,Buxton,13.9,3165.0,3.0,2.0,1.0,353.0,Glen Eira,-37.9262,145.055,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,-0.3772661321085259,-0.098191632542904,6.0,266666.6666666667,400000.0,5.869296913133774
Bentleigh East,1/6 Richard St,2,651000.0,Gary,13.9,3165.0,2.0,1.0,1.0,265.0,Glen Eira,-37.9223,145.0747,Southern Metropolitan,10969.0,0,False,True,True,False,False,False,-0.7058511625855824,-0.15706738836475803,2.0,325500.0,651000.0,5.583496308781699
Bentleigh East,12 Rudyard St,3,920000.0,Buxton,13.9,3165.0,3.0,1.0,3.0,583.0,Glen Eira,-37.9272,145.0804,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,-0.11263389279814474,0.05568818380966909,3.0,306666.6666666667,920000.0,6.369900982828227
Bentleigh East,3 Veronica St,3,1390000.0,Buxton,13.9,3165.0,4.0,2.0,2.0,590.0,Glen Eira,-37.9256,145.0757,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.9238423778341813,0.060371482568225665,8.0,463333.3333333333,695000.0,6.3818160174060985
Bentleigh East,2/12 Blenheim St,2,495000.0,Woodards,13.9,3165.0,2.0,1.0,1.0,96.0,Glen Eira,-37.9102,145.0709,Southern Metropolitan,10969.0,0,False,True,False,False,True,False,-1.049873073689078,-0.2701356012499096,2.0,247500.0,495000.0,4.574710978503383
Bentleigh East,4/19 Gray St,1,370000.0,Buxton,13.9,3165.0,1.0,1.0,1.0,0.0,Glen Eira,-37.9205,145.0528,Southern Metropolitan,10969.0,0,False,True,False,False,False,False,-1.3255316563040582,-0.334363698510114,1.0,370000.0,370000.0,0.0
Bentleigh East,4 Tambet St,3,1100000.0,Buxton,13.9,3165.0,3.0,1.0,2.0,578.0,Glen Eira,-37.9186,145.0709,Southern Metropolitan,10969.0,2,False,False,False,False,True,False,0.28431446616742695,0.05234297041070011,3.0,366666.6666666667,1100000.0,6.361302477572996
Bentleigh East,109 Victor Rd,4,1100000.0,Woodards,13.9,3165.0,4.0,2.0,4.0,653.0,Glen Eira,-37.9244,145.0792,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.28431446616742695,0.10252117139523481,8.0,275000.0,550000.0,6.483107351457199
Bentleigh East,7 Wallace St,3,1355000.0,Buxton,13.9,3165.0,0.0,1.0,2.0,818.0,Glen Eira,-37.9241,145.0539,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.8466579747019869,0.21291321356121115,0.0,451666.6666666667,1355000.0,6.70808408385307
Bentleigh East,21 Wards Gr,4,1206000.0,Hodges,13.9,3165.0,4.0,1.0,1.0,636.0,Glen Eira,-37.925,145.0612,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.5180729442249303,0.09114744583874028,4.0,301500.0,1206000.0,6.456769655572163
Bentleigh East,2/3 Wonga Ct,2,486500.0,hockingstuart,13.9,3165.0,2.0,1.0,1.0,0.0,Glen Eira,-37.9082,145.0681,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,-1.0686178573068965,-0.334363698510114,2.0,243250.0,486500.0,0.0
Bentleigh East,26 Boronia St,2,1010000.0,hockingstuart,13.9,3165.0,3.0,1.0,1.0,597.0,Glen Eira,-37.9126,145.0776,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.08584028668464111,0.06505478132678223,3.0,505000.0,1010000.0,6.393590753950631
Bentleigh East,16 Leigh St,3,899000.0,Buxton,13.9,3165.0,3.0,1.0,1.0,583.0,Glen Eira,-37.9312,145.0795,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.15894453467746145,0.05568818380966909,3.0,299666.6666666667,899000.0,6.369900982828227
Bentleigh East,87 Parkmore Rd,4,1415000.0,Buxton,13.9,3165.0,4.0,2.0,2.0,604.0,Glen Eira,-37.9153,145.0707,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.9789740943571774,0.06973808008533881,8.0,353750.0,707500.0,6.405228458030842
Bentleigh East,1A Brian St,4,1185000.0,hockingstuart,13.9,3165.0,4.0,2.0,2.0,305.0,Glen Eira,-37.9245,145.0507,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,0.4717623023456136,-0.1303056811730062,8.0,296250.0,592500.0,5.723585101952381
Bentleigh East,13 Brooks St,4,1060000.0,Woodards,13.9,3165.0,4.0,3.0,1.0,313.0,Glen Eira,-37.9164,145.0765,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,0.19610371973063326,-0.12495333973465583,12.0,265000.0,353333.3333333333,5.749392985908253
Bentleigh East,4/738 Centre Rd,2,716000.0,Buxton,13.9,3165.0,2.0,1.0,2.0,212.0,Glen Eira,-37.9218,145.0607,Southern Metropolitan,10969.0,0,False,True,True,False,False,False,-0.5625086996257926,-0.19252665039382924,2.0,358000.0,716000.0,5.3612921657094255
Bentleigh East,18 May St,3,1550000.0,Paul,13.9,3165.0,3.0,1.0,1.0,581.0,Glen Eira,-37.9177,145.0535,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,1.2766853635813562,0.0543500984500815,3.0,516666.6666666667,1550000.0,6.366470447731438
Bentleigh East,1098 North Rd,3,840000.0,Buxton,13.9,3165.0,3.0,2.0,2.0,697.0,Glen Eira,-37.9092,145.0813,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.28905538567173217,0.13195904930616184,6.0,280000.0,420000.0,6.548219102762372
Bentleigh East,106 Parkmore Rd,3,1110000.0,Woodards,13.9,3165.0,3.0,1.0,4.0,612.0,Glen Eira,-37.9159,145.0733,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.3063671527766254,0.07509042152368918,3.0,370000.0,1110000.0,6.418364935936212
Bentleigh East,8 Tambet St,3,1106000.0,McGrath,13.9,3165.0,3.0,1.0,2.0,584.0,Glen Eira,-37.9183,145.071,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.29754607813294603,0.05635722648946289,3.0,368666.6666666667,1106000.0,6.371611847231857
Bentleigh East,41 Bradford St,3,845000.0,Ray,13.9,3165.0,3.0,2.0,2.0,295.0,Glen Eira,-37.9239,145.0781,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.27802904236713294,-0.13699610797094416,6.0,281666.6666666667,422500.0,5.69035945432406
Bentleigh East,2/41 Elizabeth St,3,860000.0,Buxton,13.9,3165.0,3.0,2.0,1.0,254.0,Glen Eira,-37.9227,145.0558,Southern Metropolitan,10969.0,1,True,False,False,False,False,True,-0.2449500124533353,-0.1644268578424898,6.0,286666.6666666667,430000.0,5.541263545158426
Bentleigh East,40 Kennedy St,3,1208000.0,Woodards,13.9,3165.0,3.0,1.0,1.0,747.0,Glen Eira,-37.9198,145.0791,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.5224834815467699,0.16541118329585164,3.0,402666.6666666667,1208000.0,6.617402977974478
Bentleigh East,5b MacKie Rd,3,921000.0,Buxton,13.9,3165.0,3.0,2.0,2.0,167.0,Glen Eira,-37.9219,145.0733,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,-0.1104286241372249,-0.22263357098455006,6.0,307000.0,460500.0,5.123963979403259
Bentleigh East,13 Norville St,3,1165000.0,Buxton,13.9,3165.0,3.0,1.0,1.0,732.0,Glen Eira,-37.9334,145.0667,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.42765692912721676,0.1553755430989447,3.0,388333.3333333333,1165000.0,6.597145701886651
Bentleigh East,37 Orange St,3,1270000.0,Buxton,13.9,3165.0,3.0,1.0,2.0,694.0,Glen Eira,-37.9174,145.0779,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.6592101385238002,0.12995192126678046,3.0,423333.3333333333,1270000.0,6.543911845564792
Bentleigh East,1/112 Tambet St,2,742500.0,Woodards,13.9,3165.0,2.0,1.0,1.0,300.0,Glen Eira,-37.9099,145.0726,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.5040690801114168,-0.13365089457197518,2.0,371250.0,742500.0,5.707110264748875
Bentleigh East,25 Thornton St,3,920000.0,Buxton,13.9,3165.0,3.0,2.0,2.0,578.0,Glen Eira,-37.9303,145.0805,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,-0.11263389279814474,0.05234297041070011,6.0,306666.6666666667,460000.0,6.361302477572996
Bentleigh East,53 Purtell St,3,1307000.0,Woodards,13.9,3165.0,3.0,2.0,4.0,684.0,Glen Eira,-37.926,145.0551,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.7408050789778344,0.12326149446884249,6.0,435666.6666666667,653500.0,6.529418838262226
Bentleigh East,33 Schulz St,4,1010000.0,Ray,13.9,3165.0,4.0,1.0,2.0,658.0,Glen Eira,-37.9343,145.0607,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.08584028668464111,0.1058663847942038,4.0,252500.0,1010000.0,6.490723534502507
Bentleigh East,12 Tambet St,2,702000.0,Buxton,13.9,3165.0,2.0,1.0,1.0,591.0,Glen Eira,-37.9179,145.071,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,-0.5933824608786704,0.06104052524801946,2.0,351000.0,702000.0,6.3835066348840055
Bentleigh East,1/93 Tambet St,2,813000.0,Buxton,13.9,3165.0,2.0,1.0,1.0,306.0,Glen Eira,-37.9111,145.072,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.3485976395165679,-0.1296366384932124,2.0,406500.0,813000.0,5.726847747587197
Bentleigh East,2/15 Liverpool St,3,805000.0,hockingstuart,13.9,3165.0,3.0,2.0,1.0,268.0,Glen Eira,-37.9196,145.0691,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,-0.36623978880392666,-0.15506026032537665,6.0,268333.3333333333,402500.0,5.594711379601839
Bentleigh East,47 MacKie Rd,3,880000.0,hockingstuart,13.9,3165.0,2.0,1.0,3.0,660.0,Glen Eira,-37.9173,145.0742,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,-0.20084463923493845,0.10720447015379138,2.0,293333.3333333333,880000.0,6.493753839851687
Bentleigh East,23 Yarraburn Cl,4,1100000.0,Hodges,13.9,3165.0,4.0,2.0,1.0,274.0,Glen Eira,-37.9257,145.0735,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.28431446616742695,-0.15104600424661388,8.0,275000.0,550000.0,5.616771097666572
Bentleigh East,14 Vasey St,3,1085000.0,Woodards,13.9,3165.0,3.0,2.0,4.0,710.0,Glen Eira,-37.9348,145.0634,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.2512354362536293,0.1406566041434812,6.0,361666.6666666667,542500.0,6.566672429803241
Bentleigh East,32a Argyle St,3,920000.0,Buxton,13.9,3165.0,3.0,2.0,1.0,343.0,Glen Eira,-37.9112,145.0738,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,-0.11263389279814474,-0.10488205934084195,6.0,306666.6666666667,460000.0,5.840641657373398
Bentleigh East,12 Barrani St,3,1050000.0,Woodards,13.9,3165.0,3.0,1.0,4.0,726.0,Glen Eira,-37.9117,145.0695,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.17405103312143483,0.15136128702018192,3.0,350000.0,1050000.0,6.588926477533519
Bentleigh East,45 Browns Rd,3,1560000.0,Woodards,13.9,3165.0,3.0,1.0,2.0,841.0,Glen Eira,-37.9217,145.056,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,1.2987380501905545,0.22830119519646846,3.0,520000.0,1560000.0,6.7357800142423265
Bentleigh East,25 Glover St,4,800000.0,Hodges,13.9,3165.0,4.0,2.0,2.0,601.0,Glen Eira,-37.9278,145.08100000000005,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,-0.3772661321085259,0.06773095204595742,8.0,200000.0,400000.0,6.400257445308821
Bentleigh East,21 Highview Rd,2,722000.0,Buxton,13.9,3165.0,2.0,2.0,1.0,201.0,Glen Eira,-37.9293,145.0657,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.5492770876602736,-0.199886119871561,4.0,361000.0,361000.0,5.308267697401205
Bentleigh East,18 Normanby Rd,3,930000.0,Buxton,13.9,3165.0,3.0,1.0,2.0,588.0,Glen Eira,-37.9286,145.069,Southern Metropolitan,10969.0,2,False,False,False,False,True,False,-0.09058120618894631,0.05903339720863807,3.0,310000.0,930000.0,6.3784261836515865
Bentleigh East,93 Tudor St,3,921000.0,Buxton,13.9,3165.0,3.0,2.0,1.0,291.0,Glen Eira,-37.919,145.0829,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.1104286241372249,-0.13967227869011933,6.0,307000.0,460500.0,5.676753802268282
Bentleigh East,23 York St,4,1035000.0,First,13.9,3165.0,3.0,1.0,2.0,610.0,Glen Eira,-37.9193,145.0691,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,0.14097200320763717,0.07375233616410158,3.0,258750.0,1035000.0,6.415096959171596
Bentleigh East,2/34 Adrian St,3,720000.0,Gary,13.9,3165.0,3.0,2.0,1.0,228.0,Glen Eira,-37.9329,145.0617,Southern Metropolitan,10969.0,0,False,True,False,False,False,False,-0.5536876249821133,-0.1818219675171285,6.0,240000.0,360000.0,5.43372200355424
Bentleigh East,20 Elizabeth St,3,1185000.0,hockingstuart,13.9,3165.0,3.0,1.0,2.0,618.0,Glen Eira,-37.9228,145.0527,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.4717623023456136,0.07910467760245195,3.0,395000.0,1185000.0,6.428105272684596
Bentleigh East,7 England St,4,1352000.0,hockingstuart,13.9,3165.0,4.0,2.0,2.0,618.0,Glen Eira,-37.9252,145.0562,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.8400421687192273,0.07910467760245195,8.0,338000.0,676000.0,6.428105272684596
Bentleigh East,11b Lilac St,4,1005000.0,Woodards,13.9,3165.0,4.0,2.0,2.0,296.0,Glen Eira,-37.9197,145.05700000000004,Southern Metropolitan,10969.0,1,True,False,False,False,True,False,0.0748139433800419,-0.13632706529115038,8.0,251250.0,502500.0,5.6937321388027
Bentleigh East,53 Molden St,2,761000.0,Ray,13.9,3165.0,2.0,1.0,2.0,282.0,Glen Eira,-37.9073,145.0599,Southern Metropolitan,10969.0,0,False,True,True,False,False,False,-0.46327160988439975,-0.1456936628082635,2.0,380500.0,761000.0,5.645446897643238
Bentleigh East,790 North Rd,5,1600000.0,Buxton,13.9,3165.0,4.0,2.0,2.0,659.0,Glen Eira,-37.906,145.0547,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,1.3869487966273484,0.1065354274739976,8.0,320000.0,800000.0,6.492239835020471
Bentleigh East,26 Almurta Rd,3,1200000.0,hockingstuart,13.9,3165.0,3.0,1.0,1.0,721.0,Glen Eira,-37.9244,145.0665,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.5048413322594112,0.14801607362121294,3.0,400000.0,1200000.0,6.582025138892826
Bentleigh East,1/57 Brooks St,3,780000.0,Buxton,13.9,3165.0,3.0,2.0,2.0,421.0,Glen Eira,-37.9168,145.0809,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,-0.42137150532692275,-0.052696730316925865,6.0,260000.0,390000.0,6.045005314036012
Bentleigh East,48a Celia St,4,1250000.0,Buxton,13.9,3165.0,4.0,2.0,2.0,314.0,Glen Eira,-37.9299,145.0598,Southern Metropolitan,10969.0,1,True,False,False,False,False,False,0.6151047653054034,-0.12428429705486203,8.0,312500.0,625000.0,5.752572638825633
Bentleigh East,30 Chauvel St,3,750000.0,Buxton,13.9,3165.0,3.0,2.0,1.0,337.0,Glen Eira,-37.9115,145.0844,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,-0.487529565154518,-0.10889631541960473,6.0,250000.0,375000.0,5.823045895483019
Bentleigh East,36 Kennedy St,3,1300000.0,Woodards,13.9,3165.0,3.0,1.0,4.0,746.0,Glen Eira,-37.9198,145.0787,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.7253681983513955,0.16474214061605785,3.0,433333.3333333333,1300000.0,6.616065185132817
Bentleigh East,5 Kennedy St,5,1475000.0,Woodards,13.9,3165.0,5.0,2.0,2.0,729.0,Glen Eira,-37.9191,145.075,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,1.111290214012368,0.1533684150595633,10.0,295000.0,737500.0,6.593044534142437
Bentleigh East,8 Leo St,4,1110000.0,Buxton,13.9,3165.0,4.0,2.0,2.0,583.0,Glen Eira,-37.9262,145.0624,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.3063671527766254,0.05568818380966909,8.0,277500.0,555000.0,6.369900982828227
Bentleigh East,42 Marlborough St,2,835000.0,Woodards,13.9,3165.0,2.0,2.0,1.0,362.0,Glen Eira,-37.9149,145.0676,Southern Metropolitan,10969.0,0,False,True,True,False,False,False,-0.3000817289763314,-0.09217024842475983,4.0,417500.0,417500.0,5.8944028342648505
Bentleigh East,11 Moylan St,4,1690000.0,Gary,13.9,3165.0,4.0,2.0,2.0,700.0,Glen Eira,-37.9117,145.0534,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,1.5854229761101342,0.13396617734554322,8.0,422500.0,845000.0,6.55250788703459
Bentleigh East,42 Paloma St,3,791000.0,Woodards,13.9,3165.0,3.0,3.0,1.0,391.0,Glen Eira,-37.9149,145.0788,Southern Metropolitan,10969.0,0,False,True,True,False,False,False,-0.39711355005680443,-0.07276801071073974,9.0,263666.6666666667,263666.6666666667,5.971261839790462
Bentleigh East,601 South Rd,3,900000.0,Beller,13.9,3165.0,3.0,1.0,3.0,780.0,Glen Eira,-37.9347,145.0507,Southern Metropolitan,10969.0,2,False,False,False,False,False,True,-0.1567392660165416,0.18748959172904692,3.0,300000.0,900000.0,6.660575149839686
Bentleigh East,1/51 Valkstone St,3,1189000.0,hockingstuart,13.9,3165.0,4.0,2.0,2.0,337.0,Glen Eira,-37.9144,145.0582,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.480583376989293,-0.10889631541960473,8.0,396333.3333333333,594500.0,5.823045895483019
Bentleigh East,75 Victor Rd,3,825000.0,hockingstuart,13.9,3165.0,3.0,1.0,1.0,642.0,Glen Eira,-37.9269,145.0787,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,-0.3221344155855298,0.09516170191750306,3.0,275000.0,825000.0,6.466144724237619
Bentleigh East,2/11 Francesco St,3,1030000.0,Buxton,13.9,3165.0,3.0,2.0,2.0,327.0,Glen Eira,-37.9195,145.0555,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,0.12994565990303797,-0.11558674221754268,6.0,343333.3333333333,515000.0,5.793013608384144
Bentleigh East,2/40 Francesco St,3,970000.0,Matthew,13.9,3165.0,3.0,2.0,2.0,267.0,Glen Eira,-37.9176,145.0566,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,-0.002370459752152602,-0.15572930300517046,6.0,323333.3333333333,485000.0,5.5909869805108565
Bentleigh East,16 Greenview Ct,3,930000.0,hockingstuart,13.9,3165.0,3.0,1.0,2.0,580.0,Glen Eira,-37.9369,145.0751,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.09058120618894631,0.0536810557702877,3.0,310000.0,930000.0,6.364750756851911
Bentleigh East,5 Malane St,4,1510000.0,C21,13.9,3165.0,4.0,2.0,2.0,640.0,Glen Eira,-37.9198,145.0545,Southern Metropolitan,10969.0,2,False,False,False,False,True,False,1.1884746171445626,0.09382361655791546,8.0,377500.0,755000.0,6.46302945692067
Bentleigh East,2/1 Mervin St,3,1240000.0,Buxton,13.9,3165.0,3.0,2.0,2.0,518.0,Glen Eira,-37.9316,145.0542,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,0.5930520786962049,0.01220040962307235,6.0,413333.3333333333,620000.0,6.251903883165888
Bentleigh East,1002 North Rd,3,823000.0,C21,13.9,3165.0,3.0,2.0,2.0,213.0,Glen Eira,-37.9079,145.0707,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.3265449529073695,-0.19185760771403543,6.0,274333.3333333333,411500.0,5.365976015021851
Bentleigh East,27 Parkmore Rd,4,1310000.0,Woodards,13.9,3165.0,4.0,2.0,2.0,606.0,Glen Eira,-37.9147,145.0645,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.7474208849605939,0.0710761654449264,8.0,327500.0,655000.0,6.408528791059498
Bentleigh East,71 Victor Rd,4,1475000.0,hockingstuart,13.9,3165.0,4.0,2.0,2.0,674.0,Glen Eira,-37.9272,145.0786,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,1.111290214012368,0.11657106767090453,8.0,368750.0,737500.0,6.51471269087253
Bentleigh East,40 Waratah St,4,950000.0,Buxton,13.9,3165.0,4.0,2.0,1.0,450.0,Glen Eira,-37.9133,145.0837,Southern Metropolitan,10969.0,1,True,False,False,False,False,False,-0.046475832970549455,-0.03329449260290578,8.0,237500.0,475000.0,6.111467339502679
Bentleigh East,1/38 Kennedy St,4,1045000.0,Buxton,13.9,3165.0,4.0,2.0,1.0,316.0,Glen Eira,-37.9198,145.0789,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,0.1630246898168356,-0.12294621169527445,8.0,261250.0,522500.0,5.75890177387728
Bentleigh East,3/14 Malane St,3,750000.0,Hodges,13.9,3165.0,3.0,2.0,1.0,188.0,Glen Eira,-37.9193,145.0553,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,-0.487529565154518,-0.20858367470888034,6.0,250000.0,375000.0,5.241747015059643
Bentleigh East,2/111 Marlborough St,3,800000.0,Buxton,13.9,3165.0,3.0,2.0,2.0,252.0,Glen Eira,-37.9085,145.0683,Southern Metropolitan,10969.0,0,False,True,False,False,False,False,-0.3772661321085259,-0.16576494320207738,6.0,266666.6666666667,400000.0,5.53338948872752
Bentleigh East,2/119 Marlborough St,2,655000.0,hockingstuart,13.9,3165.0,2.0,1.0,1.0,154.0,Glen Eira,-37.9079,145.0685,Southern Metropolitan,10969.0,0,False,True,True,False,False,False,-0.697030087941903,-0.2313311258218694,2.0,327500.0,655000.0,5.043425116919247
Bentleigh East,3 Molden St,5,1550000.0,Hodges,13.9,3165.0,5.0,3.0,2.0,623.0,Glen Eira,-37.9066,145.0541,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,1.2766853635813562,0.08244989100142093,15.0,310000.0,516666.6666666667,6.436150368369428
Bentleigh East,2/53 Moylan St,3,835000.0,Woodards,13.9,3165.0,3.0,1.0,1.0,250.0,Glen Eira,-37.9087,145.0537,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.3000817289763314,-0.16710302856166498,3.0,278333.3333333333,835000.0,5.5254529391317835
Bentleigh East,75 Orange St,3,1140000.0,hockingstuart,13.9,3165.0,4.0,1.0,3.0,701.0,Glen Eira,-37.9178,145.0815,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.37252521260422067,0.134635220025337,4.0,380000.0,1140000.0,6.553933404025811
Bentleigh East,18 Paloma St,2,1120000.0,hockingstuart,13.9,3165.0,3.0,1.0,2.0,678.0,Glen Eira,-37.9146,145.0767,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.3284198393858238,0.11924723839007971,3.0,560000.0,1120000.0,6.520621127558696
Bentleigh East,31b Purtell St,4,1465000.0,Buxton,13.9,3165.0,3.0,2.0,2.0,319.0,Glen Eira,-37.9256,145.0533,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,1.0892375274031696,-0.12093908365589306,6.0,366250.0,732500.0,5.768320995793772
Bentleigh East,24 Veronica St,3,910000.0,Buxton,13.9,3165.0,3.0,1.0,1.0,587.0,Glen Eira,-37.9241,145.0763,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.13468657940734316,0.058364354528844274,3.0,303333.3333333333,910000.0,6.376726947898627
Bentleigh East,2/14 Wamba Rd,3,920000.0,Buxton,13.9,3165.0,3.0,2.0,1.0,388.0,Glen Eira,-37.9329,145.053,Southern Metropolitan,10969.0,0,False,True,False,False,True,False,-0.11263389279814474,-0.07477513875012114,6.0,306666.6666666667,460000.0,5.963579343618446
Bentleigh East,14 Charles St,3,935000.0,hockingstuart,13.9,3165.0,3.0,2.0,2.0,230.0,Glen Eira,-37.9179,145.0592,Southern Metropolitan,10969.0,1,True,False,True,False,False,False,-0.0795548628843471,-0.1804838821575409,6.0,311666.6666666667,467500.0,5.442417710521793
Bentleigh East,14 Florence St,3,977000.0,Buxton,13.9,3165.0,3.0,1.0,2.0,543.0,Glen Eira,-37.9242,145.0705,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.013066420874286297,0.02892647661791725,3.0,325666.6666666667,977000.0,6.298949246855942
Bentleigh East,1 Jassa St,3,1352000.0,Woodards,13.9,3165.0,3.0,1.0,2.0,686.0,Glen Eira,-37.9113,145.0765,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.8400421687192273,0.12459957982843008,3.0,450666.6666666667,1352000.0,6.532334292222349
Bentleigh East,12 Millard St,4,1115000.0,Buxton,13.9,3165.0,4.0,2.0,2.0,575.0,Glen Eira,-37.9274,145.0654,Southern Metropolitan,10969.0,2,False,False,False,False,True,False,0.3173934960812246,0.050335842371318724,8.0,278750.0,557500.0,6.3561076606958915
Bentleigh East,4 Adrian St,3,780000.0,hockingstuart,13.9,3165.0,3.0,1.0,1.0,710.0,Glen Eira,-37.9324,145.0577,Southern Metropolitan,10969.0,2,False,False,False,False,False,True,-0.42137150532692275,0.1406566041434812,3.0,260000.0,780000.0,6.566672429803241
Bentleigh East,40 Chesterville Dr,3,1115000.0,hockingstuart,13.9,3165.0,3.0,2.0,2.0,1080.0,Glen Eira,-37.9233,145.0674,Southern Metropolitan,10969.0,2,False,False,False,False,True,False,0.3173934960812246,0.38820239566718573,6.0,371666.6666666667,557500.0,6.985641817639208
Bentleigh East,54 Elizabeth St,3,1197000.0,Buxton,13.9,3165.0,3.0,1.0,2.0,692.0,Glen Eira,-37.9232,145.0563,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,0.49822552627665173,0.12861383590719286,3.0,399000.0,1197000.0,6.541029999189903
Bentleigh East,2/10 Matthews Rd,2,485000.0,Buxton,13.9,3165.0,2.0,2.0,2.0,0.0,Glen Eira,-37.9292,145.0708,Southern Metropolitan,10969.0,0,False,True,False,False,True,False,-1.0719257602982764,-0.334363698510114,4.0,242500.0,242500.0,0.0
Bentleigh East,1/26 Patricia St,3,810000.0,Woodards,13.9,3165.0,3.0,2.0,1.0,316.0,Glen Eira,-37.9245,145.0773,Southern Metropolitan,10969.0,0,False,True,True,False,False,False,-0.35521344549932743,-0.12294621169527445,6.0,270000.0,405000.0,5.75890177387728
Bentleigh East,39 Shrewsbury St,4,1365000.0,Marshall,13.9,3165.0,4.0,1.0,1.0,582.0,Glen Eira,-37.9129,145.0598,Southern Metropolitan,10969.0,2,False,False,False,False,False,False,0.8687106613111852,0.0550191411298753,4.0,341250.0,1365000.0,6.368187186350492
Bentleigh East,579 Warrigal Rd,3,700000.0,Thomson,13.9,3165.0,0.0,0.0,0.0,456.0,Glen Eira,-37.9314,145.0808,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,-0.5977929982005101,-0.029280236524143004,,233333.33333333334,,6.124683390894205
Bentleigh East,10 Boronia St,4,1698888.0,hockingstuart,13.9,3165.0,4.0,2.0,2.0,598.0,Glen Eira,-37.9138,145.0774,Southern Metropolitan,10969.0,2,False,False,True,False,False,False,1.6050234039683897,0.06572382400657603,8.0,424722.0,849444.0,6.395261598115449
